moved_at,source_path,destination_path,bucket,bytes
2026-04-20T12:30:41-06:00,"To Check/2024 Individual (STOCK, MELISSA J.) ClientCopy.pdf","2024 Taxes/to-check-intake-2026-04-20/2024 Individual (STOCK, MELISSA J.) ClientCopy.pdf",taxes,1231862
2026-04-20T12:30:41-06:00,To Check/2024-10-02_ACH Centennial Accounting.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/2024-10-02_ACH Centennial Accounting.pdf,misc_archive,3166819
2026-04-20T12:30:41-06:00,To Check/ANM W9 signed (2) 2.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/ANM W9 signed (2) 2.pdf,aneumind_business,4451735
2026-04-20T12:30:41-06:00,To Check/ANM W9 signed (2).zip,Aneumind and TC Structure/to-check-intake-2026-04-20/ANM W9 signed (2).zip,aneumind_business,4202128
2026-04-20T12:30:41-06:00,To Check/ANM W9 signed.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/ANM W9 signed.pdf,aneumind_business,4452283
2026-04-20T12:30:41-06:00,To Check/Aneumind and TC Structure.zip,Aneumind and TC Structure/to-check-intake-2026-04-20/Aneumind and TC Structure.zip,aneumind_business,539177
2026-04-20T12:30:41-06:00,To Check/Aneumind_30_Day_Social_Media_Calendar_Final_With_Themes (1).csv,Aneumind and TC Structure/to-check-intake-2026-04-20/Aneumind_30_Day_Social_Media_Calendar_Final_With_Themes (1).csv,aneumind_business,29416
2026-04-20T12:30:41-06:00,To Check/Aneumind_30_Day_Social_Media_Calendar_Final_With_Themes (2).csv,Aneumind and TC Structure/to-check-intake-2026-04-20/Aneumind_30_Day_Social_Media_Calendar_Final_With_Themes (2).csv,aneumind_business,29407
2026-04-20T12:30:41-06:00,To Check/Aneumind™ Logo.png,Aneumind and TC Structure/to-check-intake-2026-04-20/Aneumind™ Logo.png,aneumind_business,30931
2026-04-20T12:30:41-06:00,To Check/Authorization-for-Release-and-Exchange-of-Information-2022.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/Authorization-for-Release-and-Exchange-of-Information-2022.pdf,sensitive_forms_misc_archive,165081
2026-04-20T12:30:41-06:00,To Check/COA-Care-Management-Referral-Form ZG.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/COA-Care-Management-Referral-Form ZG.pdf,sensitive_forms_misc_archive,227933
2026-04-20T12:30:41-06:00,To Check/COA-Care-Management-Referral-Form.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/COA-Care-Management-Referral-Form.pdf,sensitive_forms_misc_archive,222539
2026-04-20T12:30:41-06:00,To Check/Cloud Data Processing Addendum.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/Cloud Data Processing Addendum.pdf,aneumind_business,304292
2026-04-20T12:30:41-06:00,To Check/EBT.pdf,2024 Taxes/to-check-intake-2026-04-20/EBT.pdf,taxes,19014009
2026-04-20T12:30:41-06:00,To Check/Google Workspace HIPAA Business Associate Amendment.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/Google Workspace HIPAA Business Associate Amendment.pdf,aneumind_business,227779
2026-04-20T12:30:41-06:00,To Check/IMG_3950.jpg,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/IMG_3950.jpg,communication_logs_images,3661209
2026-04-20T12:30:41-06:00,To Check/Jason weekends.pdf,Divorce/to-check-intake-2026-04-20/Jason weekends.pdf,divorce_financial,11574549
2026-04-20T12:30:41-06:00,To Check/Kelly Paystub 1.16.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/Kelly Paystub 1.16.pdf,misc_archive,248167
2026-04-20T12:30:41-06:00,To Check/Request-for-Determination-and-Signature-Pages.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/Request-for-Determination-and-Signature-Pages.pdf,sensitive_forms_misc_archive,608822
2026-04-20T12:30:41-06:00,To Check/SLFCU Consumer Loan Borrower Assistance App.pdf,Divorce/to-check-intake-2026-04-20/SLFCU Consumer Loan Borrower Assistance App.pdf,divorce_financial,254000
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-04-25 at 12.10.55 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-04-25 at 12.10.55 PM.png,communication_logs_screenshots,335426
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-04-27 at 2.46.24 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-04-27 at 2.46.24 PM.png,communication_logs_screenshots,426785
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-04-30 at 2.20.26 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-04-30 at 2.20.26 PM.png,communication_logs_screenshots,415786
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-04-30 at 4.12.52 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-04-30 at 4.12.52 PM.png,communication_logs_screenshots,225751
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-06 at 4.43.34 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-06 at 4.43.34 PM.png,communication_logs_screenshots,439595
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-06 at 5.01.46 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-06 at 5.01.46 PM.png,communication_logs_screenshots,172481
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-06 at 5.02.26 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-06 at 5.02.26 PM.png,communication_logs_screenshots,665399
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-06 at 5.04.35 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-06 at 5.04.35 PM.png,communication_logs_screenshots,19956
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-07 at 1.04.55 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-07 at 1.04.55 PM.png,communication_logs_screenshots,99794
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-07 at 12.55.04 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-07 at 12.55.04 PM.png,communication_logs_screenshots,12519
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-20 at 9.53.42 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-20 at 9.53.42 AM.png,communication_logs_screenshots,240241
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-05-30 at 10.40.42 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-05-30 at 10.40.42 AM.png,communication_logs_screenshots,1012530
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-06-05 at 7.04.47 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-06-05 at 7.04.47 PM.png,communication_logs_screenshots,761323
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-06-08 at 10.14.42 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-06-08 at 10.14.42 PM.png,communication_logs_screenshots,788355
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-06-17 at 3.11.00 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-06-17 at 3.11.00 PM.png,communication_logs_screenshots,139597
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-06-26 at 4.58.11 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-06-26 at 4.58.11 PM.png,communication_logs_screenshots,541989
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-07-07 at 4.05.30 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-07-07 at 4.05.30 PM.png,communication_logs_screenshots,446012
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-07-28 at 2.38.40 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-07-28 at 2.38.40 PM.png,communication_logs_screenshots,311145
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-07-31 at 2.43.06 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-07-31 at 2.43.06 PM.png,communication_logs_screenshots,264538
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-07-31 at 2.44.39 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-07-31 at 2.44.39 PM.png,communication_logs_screenshots,188200
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-08-04 at 1.10.47 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-08-04 at 1.10.47 PM.png,communication_logs_screenshots,5207
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-08-27 at 7.26.56 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-08-27 at 7.26.56 AM.png,communication_logs_screenshots,728501
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-08-27 at 7.27.26 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-08-27 at 7.27.26 AM.png,communication_logs_screenshots,697635
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-08-28 at 2.58.12 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-08-28 at 2.58.12 PM.png,communication_logs_screenshots,514003
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-02 at 5.12.46 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-02 at 5.12.46 PM.png,communication_logs_screenshots,118301
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-09 at 2.08.25 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-09 at 2.08.25 PM.png,communication_logs_screenshots,134728
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-09 at 2.18.14 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-09 at 2.18.14 PM.png,communication_logs_screenshots,97127
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-09 at 2.18.50 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-09 at 2.18.50 PM.png,communication_logs_screenshots,90970
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-15 at 11.23.18 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-15 at 11.23.18 AM.png,communication_logs_screenshots,380094
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-16 at 11.09.03 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-16 at 11.09.03 AM.png,communication_logs_screenshots,374905
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-25 at 4.24.55 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-25 at 4.24.55 PM.png,communication_logs_screenshots,407434
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-25 at 4.34.11 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-25 at 4.34.11 PM.png,communication_logs_screenshots,634481
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-25 at 4.41.46 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-25 at 4.41.46 PM.png,communication_logs_screenshots,305671
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-25 at 4.45.27 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-25 at 4.45.27 PM.png,communication_logs_screenshots,351601
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-29 at 10.04.47 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-29 at 10.04.47 AM.png,communication_logs_screenshots,5238
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-29 at 10.41.10 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-29 at 10.41.10 AM.png,communication_logs_screenshots,213911
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-09-29 at 8.20.19 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-09-29 at 8.20.19 AM.png,communication_logs_screenshots,890326
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-06 at 11.40.03 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-06 at 11.40.03 AM.png,communication_logs_screenshots,225658
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-06 at 12.39.31 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-06 at 12.39.31 PM.png,communication_logs_screenshots,155359
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-15 at 9.11.49 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-15 at 9.11.49 AM.png,communication_logs_screenshots,97410
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-20 at 1.42.29 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-20 at 1.42.29 PM.png,communication_logs_screenshots,201267
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-20 at 4.26.57 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-20 at 4.26.57 PM.png,communication_logs_screenshots,290501
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-21 at 1.16.32 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-21 at 1.16.32 PM.png,communication_logs_screenshots,232729
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-21 at 12.32.23 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-21 at 12.32.23 PM.png,communication_logs_screenshots,51269
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-21 at 8.03.27 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-21 at 8.03.27 AM.png,communication_logs_screenshots,125538
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-21 at 8.06.04 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-21 at 8.06.04 AM.png,communication_logs_screenshots,62928
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-21 at 8.06.12 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-21 at 8.06.12 AM.png,communication_logs_screenshots,216053
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-24 at 9.19.24 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-24 at 9.19.24 AM.png,communication_logs_screenshots,348440
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-26 at 2.21.52 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-26 at 2.21.52 PM.png,communication_logs_screenshots,227513
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-26 at 2.23.43 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-26 at 2.23.43 PM.png,communication_logs_screenshots,233404
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-28 at 7.57.22 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-28 at 7.57.22 AM.png,communication_logs_screenshots,142806
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 1.46.25 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 1.46.25 PM.png,communication_logs_screenshots,1237933
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 1.55.36 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 1.55.36 PM.png,communication_logs_screenshots,443319
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 12.12.05 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 12.12.05 PM.png,communication_logs_screenshots,115056
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 4.40.57 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 4.40.57 PM.png,communication_logs_screenshots,193946
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 4.41.03 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 4.41.03 PM.png,communication_logs_screenshots,201764
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 4.41.36 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 4.41.36 PM.png,communication_logs_screenshots,210758
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-10-29 at 4.42.22 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-10-29 at 4.42.22 PM.png,communication_logs_screenshots,198203
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-02 at 9.54.22 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-02 at 9.54.22 AM.png,communication_logs_screenshots,141679
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-02 at 9.54.43 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-02 at 9.54.43 AM.png,communication_logs_screenshots,129353
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-05 at 5.39.06 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-05 at 5.39.06 PM.png,communication_logs_screenshots,67316
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-05 at 5.39.26 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-05 at 5.39.26 PM.png,communication_logs_screenshots,58404
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-10 at 12.55.39 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-10 at 12.55.39 PM.png,communication_logs_screenshots,4234
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-11 at 12.12.53 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-11 at 12.12.53 PM.png,communication_logs_screenshots,1529267
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-11 at 12.14.20 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-11 at 12.14.20 PM.png,communication_logs_screenshots,2039167
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-11 at 12.31.37 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-11 at 12.31.37 PM.png,communication_logs_screenshots,152512
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-12 at 10.31.06 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-12 at 10.31.06 AM.png,communication_logs_screenshots,366868
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-12 at 11.23.29 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-12 at 11.23.29 AM.png,communication_logs_screenshots,1173468
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-12 at 11.28.32 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-12 at 11.28.32 AM.png,communication_logs_screenshots,97394
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-11-12 at 11.28.56 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-11-12 at 11.28.56 AM.png,communication_logs_screenshots,96790
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-09 at 2.21.29 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-09 at 2.21.29 PM.png,communication_logs_screenshots,375876
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-09 at 2.22.02 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-09 at 2.22.02 PM.png,communication_logs_screenshots,257438
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-28 at 6.00.08 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-28 at 6.00.08 PM.png,communication_logs_screenshots,371397
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-30 at 1.28.52 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-30 at 1.28.52 PM.png,communication_logs_screenshots,38528
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-30 at 12.01.00 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-30 at 12.01.00 PM.png,communication_logs_screenshots,38761
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-30 at 12.02.08 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-30 at 12.02.08 PM.png,communication_logs_screenshots,39050
2026-04-20T12:30:41-06:00,To Check/Screenshot 2025-12-30 at 12.03.23 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2025-12-30 at 12.03.23 PM.png,communication_logs_screenshots,41939
2026-04-20T12:30:41-06:00,To Check/Screenshot 2026-01-27 at 10.45.23 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2026-01-27 at 10.45.23 AM.png,communication_logs_screenshots,293929
2026-04-20T12:30:41-06:00,To Check/Screenshot 2026-03-09 at 12.20.24 PM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2026-03-09 at 12.20.24 PM.png,communication_logs_screenshots,159413
2026-04-20T12:30:41-06:00,To Check/Screenshot 2026-04-01 at 8.44.52 AM.png,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Screenshot 2026-04-01 at 8.44.52 AM.png,communication_logs_screenshots,269268
2026-04-20T12:30:41-06:00,To Check/Student Health History Form ZG.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/Student Health History Form ZG.pdf,sensitive_forms_misc_archive,268379
2026-04-20T12:30:41-06:00,To Check/TCC Referral Form 2025.pdf,Archiavellian-Archive/inbox/to-check-misc-2026-04-20/TCC Referral Form 2025.pdf,sensitive_forms_misc_archive,560315
2026-04-20T12:30:41-06:00,To Check/Testimonial form.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/Testimonial form.pdf,aneumind_business,243899
2026-04-20T12:30:41-06:00,To Check/Untitled.jpg,Archiavellian-Archive/Communication_Backup/10_Collection_Logs/to-check-screenshots-2026-04-20/Untitled.jpg,communication_logs_images,175582
2026-04-20T12:30:41-06:00,To Check/Zoom Aug 27.pdf,Aneumind and TC Structure/to-check-intake-2026-04-20/Zoom Aug 27.pdf,aneumind_business,704879
2026-04-20T12:30:41-06:00,To Check/home-learning-playbook.zip,App Builder/Teach/home-learning-playbook/to-check-intake-2026-04-20/home-learning-playbook.zip,app_builder_teach,8270
